renda,divida,score,tempo_emprego,idade,classe
0.2594,0.08113,0.869,0.14375,0.36,bom
0.16736,0.2849,0.178,0.10833333333333,0.26,ruim
0.5293,0.97958,0.253,0.045833333333333,0.29,ruim
0.29994,0.17434,0.846,0,0.19,bom
0.40034,0.15842,0.301,0.82916666666667,0.63,bom
0.36786,0.858005,0.522,0.15208333333333,0.38,ruim
0.18668,0.4584,0.563,0.022916666666667,0.22,ruim
0.87162,1,0.417,0.85208333333333,0.53,ruim
0.6266,0.773885,0.981,0.04375,0.2,bom
0.7808,0.139115,0.1,0.25,0.65,bom
0.59598,1,0.648,0.53333333333333,0.4,ruim
0.98082,0.086485,0.984,0.74791666666667,0.65,bom
0.20004,0.297375,0.755,0.50416666666667,0.56,bom
0.108,0.14153,0.789,0.48333333333333,0.51,bom
0.03854,0.062515,0.561,0.091666666666667,0.7,bom
0.16644,0.1258,0.821,0.0083333333333333,0.19,bom
0.85316,1,0.222,0.91875,0.67,ruim
0.08564,0.107945,0.257,0.54166666666667,0.5,bom
0.48214,0.02973,0.504,0.40416666666667,0.65,bom
0.15394,0.274375,0.781,0.24375,0.41,bom
0.59398,0.51862,0.956,0.21875,0.53,bom
0.47262,0.328455,0.954,0.25,0.66,bom
0.624,1,0.235,0.37083333333333,0.39,ruim
0.28592,0.272495,0.385,0.92083333333333,0.7,bom
0.94564,1,0.321,0.48958333333333,0.6,ruim
0.06858,0.045455,0.74,0.17291666666667,0.63,bom
0.88056,1,0.112,0.71458333333333,0.52,ruim
0.5744,0.7907,0.347,0.039583333333333,0.23,ruim
0.91954,1,0.371,0.016666666666667,0.3,ruim
0.93324,1,0.961,0.175,0.59,ruim
0.80886,0.15382,0.63,0.19166666666667,0.32,bom
0.67158,0.63073,0.238,0.33333333333333,0.67,ruim
0.47886,0.013555,0.471,0.76875,0.61,bom
0.65834,0.226995,0.495,0.72083333333333,0.57,bom
0.10166,0.091935,0.234,0.53958333333333,0.48,bom
0.10804,0.141335,0.186,0.325,0.34,ruim
0.29338,0.72703,0.841,0.025,0.3,bom
0.90714,1,0.213,0.05,0.23,ruim
0.18622,0.145905,0.778,0.13541666666667,0.54,bom
0.8233,0.20803,0.421,0.025,0.19,bom
0.54222,1,0.249,1,0.7,ruim
0.6909,0.093435,0.941,0.0020833333333333,0.27,bom
0.96458,0.533415,0.498,0.18333333333333,0.39,bom
0.90192,0.542295,0.591,0.64791666666667,0.62,bom
0.68298,1,0.504,0.58125,0.46,bom
0.96362,1,0.393,0.15,0.26,ruim
0.65502,1,0.896,0.12708333333333,0.27,ruim
0.62132,0.84869,0.775,0.11458333333333,0.57,bom
0.98334,1,0.63,0.82291666666667,0.7,bom
0.08014,0.1315,0.805,0.26041666666667,0.34,bom
0.89102,0.64265,0.331,0.31875,0.6,bom
0.07318,0.14486,0.446,0.84166666666667,0.62,bom
0.68516,1,0.946,0.97708333333333,0.68,bom
0.86664,1,0.217,0.1125,0.25,ruim
0.05806,0.0411,0.294,0.077083333333333,0.57,ruim
0.75438,1,0.703,0.425,0.38,bom
0.80098,1,0.905,0.53541666666667,0.55,ruim
0.51666,1,0.214,0.56041666666667,0.43,ruim
0.77522,1,0.673,0.10625,0.54,ruim
0.86902,1,0.276,0.46458333333333,0.5,ruim
0.23996,0.307605,0.253,0.19791666666667,0.36,ruim
0.85398,0.344445,0.121,0.27083333333333,0.48,ruim
0.123,0.2834,0.986,0.80208333333333,0.59,bom
0.9867,0.164615,0.577,0.28333333333333,0.46,bom
0.70112,1,0.963,0.33333333333333,0.32,ruim
0.28412,0.671005,0.202,0.60208333333333,0.5,ruim
0.52124,0.566435,0.846,0.11041666666667,0.23,bom
0.62198,1,0.151,0.19583333333333,0.28,ruim
0.38446,0.76986,0.504,0.32291666666667,0.32,ruim
0.1228,0.250045,0.775,0.19583333333333,0.26,bom
0.88888,0.238905,0.739,0.089583333333333,0.24,bom
0.10218,0.1932,0.9,0.2375,0.3,bom
0.10248,0.02329,0.464,0.03125,0.29,bom
0.88704,1,0.713,0.11458333333333,0.26,ruim
0.58028,0.09627,0.454,0.083333333333333,0.22,bom
0.03758,0.00918,0.421,0.075,0.65,bom
0.4261,0.948485,0.901,0.070833333333333,0.57,ruim
0.71532,0.858455,0.797,0.72083333333333,0.68,bom
0.6964,0.43012,0.322,0.03125,0.23,ruim
0.62384,0.95444,0.428,0.033333333333333,0.6,ruim
0.74238,1,0.245,0.36041666666667,0.64,ruim
0.96424,0.781745,0.526,0.05,0.22,ruim
0.2261,0.20025,0.884,0.34375,0.42,bom
0.59756,1,0.791,0.48125,0.5,ruim
0.35154,0.646775,0.162,0.52708333333333,0.55,ruim
0.48832,0.11408,0.265,0.24583333333333,0.28,bom
0.66676,1,0.435,0.52291666666667,0.44,ruim
0.1811,0.34827,0.825,0.24583333333333,0.7,bom
0.06312,0.00772,0.146,0.125,0.34,ruim
0.54766,0.70335,0.906,0.71875,0.62,bom
0.0698,0.14051,0.349,0.87916666666667,0.68,bom
0.73382,1,0.287,0.089583333333333,0.24,ruim
0.63566,1,0.881,0.12708333333333,0.57,bom
0.89764,1,0.83,0.17291666666667,0.4,ruim
0.5491,1,0.556,0.55625,0.67,ruim
0.67374,1,0.407,0.7625,0.61,ruim
0.6266,1,0.831,0.027083333333333,0.5,ruim
0.99138,0.21081,0.409,0.7625,0.53,bom
0.7242,0.255075,0.384,0.09375,0.43,bom
0.59602,1,0.932,0,0.18,ruim
0.52324,0.60556,0.491,0.71041666666667,0.47,bom
0.11022,0.12268,0.654,0.022916666666667,0.48,bom
0.42734,0.0807,0.527,0.36875,0.43,bom
0.6256,0.18687,0.417,0.81666666666667,0.51,bom
0.4053,0.83913,0.893,0.05,0.3,bom
0.07674,0.09262,0.701,0.31666666666667,0.57,bom
0.18318,0.26497,0.297,0.00625,0.42,ruim
0.38392,0.01532,0.717,0.425,0.53,bom
0.65074,1,0.754,0.072916666666667,0.23,ruim
0.97002,0.4815,0.252,0.016666666666667,0.26,ruim
0.39526,0.13402,0.693,0.070833333333333,0.22,bom
0.23736,0.16556,0.225,0.72291666666667,0.51,bom
0.32652,0.20705,0.191,0.14583333333333,0.47,ruim
0.50072,0.794015,0.8,0.225,0.38,bom
0.40298,0.36515,0.612,0.18333333333333,0.26,bom
0.93496,1,0.195,0.34375,0.4,ruim
0.44802,1,0.282,0.70208333333333,0.59,ruim
0.68714,1,0.372,0.175,0.28,ruim
0.17874,0.107545,0.279,0.43125,0.69,bom
0.04876,0.06307,0.243,0.23958333333333,0.32,bom
0.21084,0.04847,0.701,0.01875,0.19,bom
0.22856,0.0932,0.591,0.12291666666667,0.37,bom
0.90208,0.00906,0.1,0,0.18,bom
0.35976,0.79641,0.208,0.68541666666667,0.56,ruim
0.51772,0.1466,0.299,0.73958333333333,0.66,bom
0.758,0.527815,0.114,0.68125,0.49,bom
0.60906,1,0.951,0.91458333333333,0.55,bom
0.24712,0.105755,0.663,0.25,0.47,bom
0.28036,0.264125,0.572,0.27916666666667,0.31,bom
0.50948,0.22026,0.981,0.69375,0.58,bom
0.4369,0.0246,0.824,0.45,0.39,bom
0.98942,0.04389,0.279,0.20416666666667,0.56,bom
0.60186,0.273725,0.474,0.56041666666667,0.58,bom
0.73574,1,0.586,0.014583333333333,0.19,ruim
0.2661,0.35218,0.506,0.016666666666667,0.63,ruim
0.55758,0.36767,0.444,0.12708333333333,0.69,bom
0.98262,0.303245,0.458,0.0083333333333333,0.56,bom
0.12098,0.04254,0.416,0.0375,0.2,bom
0.32952,0.5036,0.713,0.37916666666667,0.36,bom
0.44082,0.75389,0.558,0.50416666666667,0.44,bom
0.69228,0.269745,0.812,0.14791666666667,0.38,bom
0.20656,0.515135,0.368,0.69166666666667,0.66,bom
0.27506,0.252825,0.272,0.325,0.42,bom
0.87828,1,0.683,0.36875,0.38,ruim
0.07332,0.112195,0.604,0.20833333333333,0.42,bom
0.37052,0.24571,0.126,0.27916666666667,0.3,ruim
0.95308,0.37265,0.442,0.37916666666667,0.38,bom
0.49738,0.035635,0.208,0.19583333333333,0.38,bom
0.23316,0.16846,0.93,0.029166666666667,0.28,bom
0.3973,0.361495,0.238,0.66458333333333,0.61,bom
0.74334,0.760555,0.205,0.12916666666667,0.47,ruim
0.13764,0.240705,0.641,0.7,0.5,bom
0.73198,1,0.39,0.56041666666667,0.5,ruim
0.77342,1,0.201,0.38125,0.42,ruim
0.82168,1,0.863,0.097916666666667,0.66,ruim
0.11214,0.174245,0.83,0.12916666666667,0.51,bom
0.23598,0.17851,0.129,0.36041666666667,0.36,ruim
0.91858,1,0.648,0.045833333333333,0.41,ruim
0.11052,0.154025,0.944,0.68125,0.68,bom
0.36418,0.629365,0.919,0.46458333333333,0.54,bom
0.92032,0.695265,0.728,0,0.56,bom
0.42534,0.854575,0.27,0.50625,0.42,ruim
0.95568,1,0.587,0.475,0.51,ruim
0.25348,0.099425,0.661,0.029166666666667,0.48,bom
0.5693,0.24717,0.928,0.01875,0.19,bom
0.4814,1,0.953,0.1125,0.23,ruim
0.88268,1,0.325,0.0020833333333333,0.23,ruim
0.52068,1,0.744,0.083333333333333,0.41,ruim
0.78046,0.34449,0.248,0.29375,0.37,bom
0.13612,0.245295,0.164,0.15416666666667,0.35,ruim
0.20162,0.31918,0.778,0.26041666666667,0.51,bom
0.3673,0.68021,0.288,0.01875,0.19,ruim
0.94748,1,0.465,0.01875,0.23,ruim
0.67256,1,0.292,0.020833333333333,0.53,ruim
0.20282,0.376085,0.9,0.18125,0.26,bom
0.114,0.21399,0.195,0.53958333333333,0.66,bom
0.23234,0.55617,0.819,0.33958333333333,0.49,bom
0.82458,0.49896,0.631,0.0125,0.43,bom
0.24398,0.20224,0.926,0.23958333333333,0.31,bom
0.61874,0.933615,0.648,0.020833333333333,0.19,ruim
0.61214,0.665635,0.864,0.54166666666667,0.54,bom
0.91866,0.791375,0.511,0.3,0.34,bom
0.99338,1,0.179,0.25833333333333,0.66,ruim
0.85384,0.83825,0.403,0.14166666666667,0.38,ruim
0.47876,0.251125,0.226,0.01875,0.26,ruim
0.86856,0.4593,0.68,0.36666666666667,0.38,bom
0.3267,0.531645,0.195,0.045833333333333,0.21,ruim
0.89554,1,0.427,0.12916666666667,0.39,ruim
0.33834,0.81225,0.19,0.12708333333333,0.45,ruim
0.9595,0.600625,0.932,0.1375,0.39,bom
0.75832,1,0.161,0.24583333333333,0.28,ruim
0.57704,0.963185,0.808,0.14583333333333,0.26,ruim
0.08734,0.1508,0.232,0,0.24,ruim
0.74918,1,0.849,0.029166666666667,0.33,ruim
0.4715,0.872645,1,0.66458333333333,0.53,bom
0.40476,0.93629,0.309,0.53958333333333,0.45,ruim
0.50132,0.87189,0.961,0.57708333333333,0.49,bom
0.80826,1,0.681,0.33125,0.43,ruim
0.04034,0.10024,0.835,0.98125,0.6,bom
0.65132,0.34414,0.336,0.075,0.25,bom
0.92006,1,0.107,0.91458333333333,0.58,ruim
0.79336,0.002415,0.171,0.62083333333333,0.57,bom
0.94504,1,0.342,0.86041666666667,0.54,ruim
0.62878,0.717815,0.104,0.16875,0.62,ruim
0.77316,0.11072,0.551,0.81875,0.59,bom
0.09672,0.078215,0.491,0.6625,0.63,bom
0.81526,1,0.746,0.35625,0.57,bom
0.1919,0.33263,0.145,0.09375,0.34,ruim
0.87594,1,0.644,0.175,0.48,ruim
0.47108,0.254575,0.564,0.08125,0.28,bom
0.23306,0.239525,0.65,0.4875,0.4,bom
0.16468,0.271055,0.606,0.42916666666667,0.59,bom
0.76418,0.09971,0.329,0.5,0.53,bom
0.17546,0.41166,0.375,0.079166666666667,0.22,ruim
0.18872,0.37955,0.443,0.3875,0.67,bom
0.95126,0.979505,0.918,0.55208333333333,0.59,bom
0.11256,0.1261,0.688,0.34583333333333,0.44,bom
0.92068,0.553785,0.901,0.22291666666667,0.42,bom
0.2575,0.33774,0.201,0.13333333333333,0.29,ruim
0.1726,0.244535,0.561,0.575,0.59,bom
0.22772,0.30928,0.949,0.25208333333333,0.41,bom
0.56816,0.429215,0.559,0.64375,0.47,bom
0.04298,0.04477,0.748,0.45625,0.6,bom
0.25234,0.07442,0.16,0.0125,0.39,ruim
0.7753,0.07986,0.167,0.25833333333333,0.47,bom
0.13352,0.287545,0.749,0.06875,0.3,bom
0.1153,0.263155,0.892,0.34166666666667,0.54,bom
0.07278,0.04601,0.12,0.13125,0.46,ruim
0.5389,0.939125,0.129,0.30208333333333,0.32,ruim
0.82742,1,0.124,0.21666666666667,0.42,ruim
0.84512,0.96691,0.312,0.075,0.21,ruim
0.50816,0.769375,0.628,0.23958333333333,0.29,bom
0.49226,0.84361,0.249,0.125,0.24,ruim
0.41342,0.169165,0.792,0.22291666666667,0.29,bom
0.15964,0.10805,0.674,0.40625,0.38,bom
0.16934,0.338855,0.694,0.22916666666667,0.37,bom
0.60324,0.9629,0.67,0.71458333333333,0.66,bom
0.52028,0.599825,0.155,0.28541666666667,0.7,ruim
0.56822,0.250145,0.128,0.38333333333333,0.34,bom
0.89654,0.92241,0.983,0.28333333333333,0.66,bom
0.94154,0.005895,0.725,0.53125,0.68,bom
0.89074,1,0.89,0.94583333333333,0.7,bom
0.5553,0.383415,0.488,0,0.18,ruim
0.75142,0.433915,0.803,0.44583333333333,0.44,bom
0.41616,0.267735,0.681,0.91875,0.64,bom
0.67614,1,0.909,0.78125,0.67,bom
0.27768,0.30819,0.536,0.010416666666667,0.26,ruim
0.18148,0.399925,0.236,0.20833333333333,0.3,ruim
0.7168,1,0.395,0.4,0.39,ruim
0.31604,0.067455,0.696,0.90833333333333,0.57,bom
0.1172,0.18926,0.116,0.020833333333333,0.2,ruim
0.4564,0.629755,0.288,0.058333333333333,0.32,ruim
0.06998,0.001185,0.287,0.27291666666667,0.63,bom
0.63408,0.64466,0.681,0.16041666666667,0.29,bom
0.84256,1,0.693,0.066666666666667,0.28,ruim
0.08388,0.13231,0.499,0.36875,0.67,bom
0.49386,1,0.642,0.016666666666667,0.54,ruim
0.5422,0.77081,0.809,0.0083333333333333,0.21,bom
0.59386,0.53966,0.847,0.39583333333333,0.35,bom
0.19806,0.491885,0.809,0.70208333333333,0.52,bom
0.76046,1,0.268,0.0020833333333333,0.19,ruim
0.84202,0.51535,0.976,0.20625,0.41,bom
0.99136,0.825525,0.883,0.63125,0.52,bom
0.40838,0.70221,0.28,0.0875,0.23,ruim
0.77926,0.064975,0.248,0.93958333333333,0.58,bom
0.78484,0.92316,0.817,0.0083333333333333,0.48,ruim
0.99756,1,0.237,0.63125,0.67,ruim
0.6581,1,0.292,0.8375,0.56,ruim
0.63394,0.061655,0.539,0.30833333333333,0.37,bom
0.0873,0.07003,0.56,0.17708333333333,0.26,bom
0.25264,0.224925,0.5,0.2875,0.41,bom
0.7549,1,0.668,0.12083333333333,0.26,ruim
0.53046,0.8569,0.724,0.033333333333333,0.24,ruim
0.79884,1,0.585,0.40416666666667,0.38,ruim
0.96562,1,0.267,0.19791666666667,0.33,ruim
0.53378,0.98335,0.858,0.0125,0.48,ruim
0.91688,1,0.183,0.50208333333333,0.4,ruim
0.09948,0.035465,0.286,0,0.18,ruim
0.45898,1,0.383,0.095833333333333,0.68,ruim
0.432,0.07201,0.213,0.24791666666667,0.5,bom
0.81578,1,0.682,0.12916666666667,0.49,ruim
0.28304,0.56885,0.129,0.25208333333333,0.29,ruim
0.26636,0.01196,0.586,0.35,0.67,bom
0.12682,0.117205,0.143,0.075,0.24,ruim
0.2154,0.345785,0.852,0.46458333333333,0.45,bom
0.3967,0.69249,0.541,0.39583333333333,0.46,bom
0.52436,0.719995,0.481,0.40208333333333,0.43,bom
0.0489,0.10791,0.251,0.68958333333333,0.6,bom
0.48808,1,0.294,0.15208333333333,0.36,ruim
0.10128,0.2466,0.331,0.49166666666667,0.39,bom
0.07256,0.03546,0.205,0.010416666666667,0.51,ruim
0.4734,0.100595,0.455,0.22083333333333,0.28,bom
0.7015,1,0.823,0.26666666666667,0.38,ruim
0.07872,0.18157,0.283,0.24583333333333,0.34,ruim
0.2834,0.57193,0.815,0.064583333333333,0.42,bom
0.14894,0.22471,0.658,0.75208333333333,0.64,bom
0.12436,0.173,0.138,0.59375,0.56,bom
0.80562,1,0.763,0.083333333333333,0.33,ruim
0.98132,1,0.697,0.42291666666667,0.35,bom
0.35262,0.364115,0.728,0.01875,0.19,bom
0.40916,0.16495,0.84,0.3125,0.34,bom
0.97758,1,0.395,0.025,0.19,ruim
0.63072,0.36019,0.817,0.06875,0.55,bom
0.77546,1,0.684,0.2625,0.31,ruim
0.48936,1,0.772,0.48958333333333,0.52,bom
0.25282,0.567175,0.977,0.56041666666667,0.49,bom
0.84282,1,0.192,0.80833333333333,0.56,ruim
0.26962,0.425505,0.504,0.01875,0.25,ruim
0.6973,0.107255,0.507,0.66666666666667,0.66,bom
0.83806,0.488385,0.517,0.23333333333333,0.35,bom
0.27588,0.33678,0.483,0.48125,0.46,bom
0.29104,0.13499,0.864,0.027083333333333,0.2,bom
0.03228,0.065195,0.913,0.43958333333333,0.62,bom
0.10792,0.23861,0.816,0.19583333333333,0.51,bom
0.56296,0.965785,0.727,0.25208333333333,0.68,ruim
0.64314,1,0.362,0.0875,0.44,ruim
0.375,0.483015,0.355,0.01875,0.51,ruim
0.84034,0.41688,0.912,0.6,0.44,bom
0.91664,0.992885,0.368,0.035416666666667,0.23,ruim
0.67964,1,0.494,0.033333333333333,0.2,ruim
0.81138,1,0.428,0.56875,0.63,ruim
0.77114,0.86617,0.593,0,0.18,ruim
0.60548,0.307125,0.897,0,0.18,bom
0.27136,0.03407,0.933,0.40416666666667,0.37,bom
0.08478,0.060215,0.357,0.50416666666667,0.46,bom
0.23066,0.25507,0.889,0.64375,0.55,bom
0.93158,0.4512,0.758,0.025,0.2,bom
0.72148,0.9806,0.152,0.17708333333333,0.27,ruim
0.84454,0.65161,0.898,0,0.18,bom
0.96208,0.74186,0.372,0.16458333333333,0.47,ruim
0.71166,0.052425,0.979,0.0375,0.49,bom
0.72978,0.014325,0.266,0.54166666666667,0.58,bom
0.17416,0.26763,0.457,0.675,0.56,bom
0.20354,0.357745,0.275,0.57916666666667,0.57,bom
0.55026,0.2323,0.545,0.0125,0.26,bom
0.504,0.38429,0.118,0.18125,0.47,ruim
0.12676,0.20928,0.121,0.34583333333333,0.45,ruim
0.94282,1,0.217,0.65208333333333,0.57,ruim
0.22578,0.28369,0.845,0.53958333333333,0.41,bom
0.15582,0.16823,0.266,0.425,0.41,bom
0.63062,0.279225,0.525,0.17291666666667,0.61,bom
0.49214,0.434935,0.117,0.43541666666667,0.57,ruim
0.8168,0.411225,0.186,0.89166666666667,0.68,bom
0.28848,0.163705,0.899,0.17291666666667,0.69,bom
0.453,1,0.721,0.16458333333333,0.26,ruim
0.35728,0.857385,0.512,0.2875,0.66,ruim
0.9829,1,0.616,0.37708333333333,0.68,bom
0.3452,0.50777,0.96,0.077083333333333,0.32,bom
0.51284,0.39701,0.948,0.31875,0.4,bom
0.88626,1,0.35,0.66666666666667,0.45,ruim
0.52166,1,0.229,0.65833333333333,0.55,ruim
0.1816,0.33254,0.538,0.20833333333333,0.27,bom
0.5374,0.70302,0.925,0.022916666666667,0.22,bom
0.54424,1,0.789,0.13541666666667,0.67,ruim
0.4959,1,0.999,0.18958333333333,0.26,bom
0.97164,1,0.114,0.27916666666667,0.42,ruim
0.15386,0.139135,0.965,0.12708333333333,0.39,bom
0.20186,0.23558,0.44,0.21666666666667,0.42,bom
0.40894,0.00702,0.117,0.35833333333333,0.33,bom
0.84494,1,0.354,0.41458333333333,0.35,ruim
0.87548,0.807415,0.238,0.45416666666667,0.69,ruim
0.56488,0.286045,0.141,0.027083333333333,0.2,ruim
0.75148,1,0.746,0.33333333333333,0.62,ruim
0.90892,1,0.276,0.075,0.21,ruim
0.1501,0.273555,0.199,0.045833333333333,0.2,ruim
0.25126,0.106295,0.184,0.59166666666667,0.57,bom
0.67072,0.28415,0.107,0.18333333333333,0.38,ruim
0.21822,0.244775,0.508,0.13333333333333,0.64,bom
0.4773,0.70368,0.578,0.27291666666667,0.42,bom
0.37022,0.673715,0.843,0.36875,0.33,bom
0.90556,0.555065,0.564,0.09375,0.35,bom
0.56444,0.3282,0.508,0.225,0.3,bom
0.6463,0.27381,0.332,0.00625,0.19,ruim
0.69674,0.25016,0.45,0.14583333333333,0.33,bom
0.12972,0.21208,0.988,0.1125,0.27,bom
0.46152,0.585385,0.786,0.37916666666667,0.47,bom
0.72292,1,0.353,0.18333333333333,0.27,ruim
0.2116,0.15407,0.301,0.20625,0.28,bom
0.83664,0.293965,0.69,0.23333333333333,0.45,bom
0.15128,0.299285,0.636,0.070833333333333,0.29,bom
0.27192,0.16521,0.843,0.78333333333333,0.5,bom
0.26578,0.23872,0.256,0.00625,0.26,ruim
0.36774,0.343285,0.121,0.52291666666667,0.57,bom
0.48182,0.432435,0.823,0.054166666666667,0.25,bom
0.50112,1,0.631,0.42083333333333,0.35,ruim
0.87662,1,0.46,0,0.18,ruim
0.98374,1,0.963,0.12916666666667,0.34,ruim
0.80034,1,0.346,0.14375,0.32,ruim
0.57846,0.82632,0.775,0.058333333333333,0.5,bom
0.19742,0.38991,0.677,0.027083333333333,0.24,bom
0.30378,0.07304,0.726,0.17291666666667,0.39,bom
0.14278,0.209055,0.411,0.28541666666667,0.31,bom
0.41412,0.214435,0.571,0.54166666666667,0.4,bom
0.09514,0.072055,0.578,0.47291666666667,0.39,bom
0.42988,0.143105,0.881,0.76458333333333,0.65,bom
0.58164,0.89306,0.506,0.12708333333333,0.61,ruim
0.0495,0.00013,0.322,0.61458333333333,0.48,bom
0.97152,1,0.77,0,0.18,ruim
0.03246,0.066605,0.593,0.0083333333333333,0.24,bom
0.55114,0.698295,0.787,0.875,0.67,bom
0.04652,0.009355,0.313,0.26041666666667,0.45,bom
0.6477,1,0.706,0.225,0.38,ruim
0.383,0.80676,0.867,0.020833333333333,0.19,ruim
0.50674,1,0.313,0.016666666666667,0.2,ruim
0.03072,0.01642,0.942,0.88958333333333,0.58,bom
0.7128,0.68778,0.758,0,0.27,bom
0.66066,0.74547,0.427,0.0020833333333333,0.56,ruim
0.35196,0.392295,0.408,0.61041666666667,0.5,bom
0.73646,1,0.737,0.59166666666667,0.48,bom
0.6405,1,0.804,0.075,0.31,ruim
0.8186,0.16617,0.651,0.42708333333333,0.38,bom
0.47652,0.275475,0.886,0.30416666666667,0.55,bom
0.42632,0.38804,0.728,0.16666666666667,0.29,bom
0.06352,0.136865,0.963,0.19791666666667,0.52,bom
0.33946,0.44554,0.359,0.085416666666667,0.34,ruim
0.42998,0.26483,0.597,0.0125,0.19,bom
0.38594,0.655525,0.219,0.16041666666667,0.25,ruim
0.05976,0.102905,0.985,0.125,0.24,bom
0.8178,1,0.225,0.0083333333333333,0.19,ruim
0.45976,0.705665,0.589,0.022916666666667,0.24,ruim
0.61214,1,0.592,0.16041666666667,0.41,ruim
0.39574,0.80747,0.682,0.14166666666667,0.37,ruim
0.226,0.288795,0.284,0.54583333333333,0.69,bom
0.65488,1,0.739,0.28125,0.36,ruim
0.49734,0.237665,0.134,0.69166666666667,0.52,bom
0.30594,0.179425,0.255,0,0.19,ruim
0.13516,0.252945,0.693,0.79583333333333,0.51,bom
0.54312,0.82297,0.298,0.77708333333333,0.56,bom
0.7088,0.240745,0.715,0.22708333333333,0.64,bom
0.17748,0.148295,0.258,0.054166666666667,0.21,ruim
0.88582,1,0.898,0.033333333333333,0.22,ruim
0.54756,0.69715,0.443,0.30416666666667,0.44,ruim
0.62792,0.18957,0.445,0.060416666666667,0.26,bom
0.26262,0.25894,0.621,0.575,0.56,bom
0.21888,0.10118,0.655,0,0.18,bom
0.45806,0.216335,0.761,0.27291666666667,0.3,bom
0.6145,0.322015,0.251,0.49583333333333,0.41,bom
0.40052,0.71645,0.795,0.13958333333333,0.47,bom
0.18102,0.218745,0.167,0.14375,0.25,ruim
0.4303,1,0.746,0.82083333333333,0.58,bom
0.4477,0.03204,0.55,0.19166666666667,0.31,bom
0.11252,0.06921,0.529,0.15208333333333,0.31,bom
0.40536,0.964885,0.682,0.052083333333333,0.21,ruim
0.28466,0.678815,0.419,0.225,0.44,ruim
0.47186,0.623435,0.216,0.08125,0.49,ruim
0.41582,0.952395,0.849,0.52916666666667,0.54,bom
0.26742,0.472455,0.182,0.84166666666667,0.7,bom
0.37082,0.210735,0.593,0.020833333333333,0.34,bom
0.32404,0.275905,0.252,0.28125,0.34,ruim
0.5745,0.2382,0.561,0.2875,0.63,bom
0.46142,1,0.15,0.083333333333333,0.35,ruim
0.445,0.48924,0.884,0.22291666666667,0.44,bom
0.79704,0.38418,0.212,0.14375,0.26,ruim
0.82126,0.387475,0.465,0.76458333333333,0.63,bom
0.26578,0.5442,0.587,0.8875,0.58,bom
0.24726,0.12203,0.682,0.17291666666667,0.25,bom
0.39124,0.585175,0.564,0.19166666666667,0.37,bom
0.72862,0.66176,0.994,0.23541666666667,0.68,bom
0.59856,0.57397,0.145,0,0.18,ruim
0.55752,0.36146,0.984,0.2125,0.33,bom
0.52204,0.11932,0.728,0.0875,0.22,bom
0.1716,0.14037,0.291,0.28541666666667,0.37,bom
0.27622,0.64676,0.412,0.475,0.6,bom
0.3364,0.58996,0.325,0.51875,0.41,bom
0.27544,0.676165,0.899,0.45416666666667,0.39,bom
0.62408,0.115425,0.954,0.0875,0.34,bom
0.63638,1,0.778,0.71875,0.51,bom
0.66048,0.778835,0.95,0.65625,0.55,bom
0.95078,1,0.788,0.020833333333333,0.19,ruim
0.15174,0.345785,0.935,0.66458333333333,0.6,bom
0.04106,0.044125,0.481,0.98541666666667,0.69,bom
0.28902,0.171135,0.171,0.027083333333333,0.52,ruim
0.16868,0.306835,0.348,0.66458333333333,0.53,bom
0.19314,0.00413,0.192,0.23958333333333,0.41,bom
0.62402,1,0.988,0.86041666666667,0.63,bom
0.43096,1,0.628,0.84791666666667,0.66,bom
0.46866,1,0.851,0.98333333333333,0.59,bom
0.05892,0.094965,0.56,0.1,0.52,bom
0.79094,1,0.732,0.22916666666667,0.35,ruim
0.46974,1,0.774,0.052083333333333,0.44,ruim
0.48076,0.055595,0.197,0.79791666666667,0.5,bom
0.21206,0.394085,0.469,0.51458333333333,0.62,bom
0.40364,0.254,0.52,0.03125,0.41,bom
0.2732,0.108735,0.373,0.09375,0.48,bom
0.74762,1,0.478,0.089583333333333,0.3,ruim
0.95392,1,0.301,0.00625,0.49,ruim
0.68094,0.84367,0.965,0.041666666666667,0.3,bom
0.27476,0.148915,0.76,0.76875,0.65,bom
0.75926,1,0.275,0.03125,0.21,ruim
0.93194,1,0.824,0.070833333333333,0.23,ruim
0.87692,0.205775,0.47,0.24791666666667,0.46,bom
0.75102,1,0.939,0.64583333333333,0.52,bom
0.99234,1,0.882,0.9625,0.7,bom
0.4509,1,0.323,0.1,0.22,ruim
0.71964,1,0.32,0.55833333333333,0.6,ruim
0.17718,0.077675,0.495,0.23333333333333,0.32,bom
0.09896,0.02997,0.74,0.15,0.3,bom
0.9602,1,0.901,0.81458333333333,0.55,ruim
0.53336,0.663105,0.537,0.095833333333333,0.42,ruim
0.1405,0.138485,0.548,0.96458333333333,0.66,bom
0.99878,1,0.601,0.17083333333333,0.48,ruim
0.38894,0.965025,0.461,0.085416666666667,0.47,ruim
0.83002,1,0.56,0.34166666666667,0.39,ruim
0.28714,0.33262,0.102,0.34166666666667,0.67,ruim
0.93828,1,0.778,0.16041666666667,0.57,ruim
0.35208,0.153035,0.244,0.66041666666667,0.48,bom
0.76422,1,0.431,0,0.47,ruim
0.74664,0.938775,0.955,0.67708333333333,0.64,bom
0.6399,0.84352,0.399,0.25416666666667,0.46,ruim
0.71796,1,0.661,0.89791666666667,0.55,bom
